brand_username,brand_bio,brand_category,email,influencer_username,influencer_category,engagement_rate_scaled,pagerank,bot_score,sponsored_posts_scaled,category_relevance_score,sentiment_score,brand_match_score_scaled,name
_millo_,info@millo.biz,Creators & Celebrities,info@millo.biz,notjustamumof2,Creators & Celebrities,0.133837602,6.33E-06,0.742334839,0.018099548,0.058066145,51.2,0.509851961,Millo
_millo_,info@millo.biz,Creators & Celebrities,info@millo.biz,nicoleguerriero,Creators & Celebrities,0.165214309,0.000192452,0.55828118,0.027149321,0.061595814,50.88,0.508576345,Millo
_millo_,info@millo.biz,Creators & Celebrities,info@millo.biz,kyannamoran,Creators & Celebrities,0.158133758,7.08E-06,0.677499349,0.131221719,0.346683952,50.4,0.507117852,Millo
_millo_,info@millo.biz,Creators & Celebrities,info@millo.biz,lyqian,Creators & Celebrities,0.263995957,6.83E-05,0.536596275,0.004524887,0.346683952,50.28,0.506935385,Millo
aami_insurance,For over 45 years AAMI has provided insurance to the people & businesses of Australia. We want everyone to feel lucky.,Professional Services,aami@aami.com.au,brittinghamphotography,Professional Services,0.219161306,5.92E-05,0.641837888,0,0.066560848,87.5,0.870275353,AAMI Insurance
aami_insurance,For over 45 years AAMI has provided insurance to the people & businesses of Australia. We want everyone to feel lucky.,Professional Services,aami@aami.com.au,alchemisteating,Professional Services,0.172988221,4.98E-05,0.539920649,0.004524887,0.081413496,85.29,0.848565816,AAMI Insurance
aami_insurance,For over 45 years AAMI has provided insurance to the people & businesses of Australia. We want everyone to feel lucky.,Professional Services,aami@aami.com.au,beatarydyger,Professional Services,0.193667938,5.40E-05,0.632291875,0.009049774,0.100210854,81.01,0.806272597,AAMI Insurance
aami_insurance,For over 45 years AAMI has provided insurance to the people & businesses of Australia. We want everyone to feel lucky.,Professional Services,aami@aami.com.au,christiandawdesign,Professional Services,0.228828573,6.11E-05,0.531946642,0,0.139875204,78.16,0.779637162,AAMI Insurance
aami_insurance,For over 45 years AAMI has provided insurance to the people & businesses of Australia. We want everyone to feel lucky.,Professional Services,aami@aami.com.au,_beckykimball,Professional Services,0.134855756,8.37E-05,0.5724978,0.036199095,0.113514249,76.96,0.76618835,AAMI Insurance
aami_insurance,For over 45 years AAMI has provided insurance to the people & businesses of Australia. We want everyone to feel lucky.,Professional Services,aami@aami.com.au,kailovera,Professional Services,0.12787067,4.07E-05,0.630679924,0,0.104402747,62.5,0.622311237,AAMI Insurance
aami_insurance,For over 45 years AAMI has provided insurance to the people & businesses of Australia. We want everyone to feel lucky.,Professional Services,aami@aami.com.au,bonniekathryn,Professional Services,0.086455087,3.23E-05,0.693814474,0.004524887,0.087377757,51.32,0.510687723,AAMI Insurance
aami_insurance,For over 45 years AAMI has provided insurance to the people & businesses of Australia. We want everyone to feel lucky.,Professional Services,aami@aami.com.au,darciemcclellan,Professional Services,0.15328546,4.58E-05,0.653838557,0.009049774,0.213612533,50.92,0.509406966,AAMI Insurance
aami_insurance,For over 45 years AAMI has provided insurance to the people & businesses of Australia. We want everyone to feel lucky.,Professional Services,aami@aami.com.au,drcolleenreichmann,Professional Services,0.176903821,5.69E-05,0.586816919,0,0.102129651,50.91,0.508918192,AAMI Insurance
aami_insurance,For over 45 years AAMI has provided insurance to the people & businesses of Australia. We want everyone to feel lucky.,Professional Services,aami@aami.com.au,non_chiamatela_dieta,Professional Services,0.128075804,4.37E-05,0.495126477,0,0.100738254,50.89,0.508506723,AAMI Insurance
abc7ny,"Channel 7 Eyewitness News, New York's #1 news! Media shared here or using #abc7NY could be used on any ABC platforms.",Content & Apps,robert.s.monek@abc.com,allaboutthatfunkolife,Content & Apps,0.178073816,7.97E-06,0.793762627,0.009049774,0.115840441,87.36,0.867821236,ABC7NY
abc7ny,"Channel 7 Eyewitness News, New York's #1 news! Media shared here or using #abc7NY could be used on any ABC platforms.",Content & Apps,robert.s.monek@abc.com,13reasonsfeed,Content & Apps,0.360576415,8.79E-05,0.400223275,0,0.139642548,69.83,0.700401282,ABC7NY
abc7ny,"Channel 7 Eyewitness News, New York's #1 news! Media shared here or using #abc7NY could be used on any ABC platforms.",Content & Apps,robert.s.monek@abc.com,5sur5tv,Content & Apps,0.097024628,3.44E-05,0.676861049,0,0.09150541,60,0.596681128,ABC7NY
abc7ny,"Channel 7 Eyewitness News, New York's #1 news! Media shared here or using #abc7NY could be used on any ABC platforms.",Content & Apps,robert.s.monek@abc.com,foodlabbyben,Content & Apps,0.122247239,3.95E-05,0.536831063,0.004524887,0.091098709,57.14,0.569827613,ABC7NY
abc7ny,"Channel 7 Eyewitness News, New York's #1 news! Media shared here or using #abc7NY could be used on any ABC platforms.",Content & Apps,robert.s.monek@abc.com,pllconfessxoxo,Content & Apps,0.135670947,6.08E-06,0.583000624,0.004524887,0.093176734,54,0.538752974,ABC7NY
abc7ny,"Channel 7 Eyewitness News, New York's #1 news! Media shared here or using #abc7NY could be used on any ABC platforms.",Content & Apps,robert.s.monek@abc.com,bbcbreakfast,Content & Apps,0.050437219,1.27E-05,0.576700866,0,0.210725013,53.26,0.531184417,ABC7NY
abc7ny,"Channel 7 Eyewitness News, New York's #1 news! Media shared here or using #abc7NY could be used on any ABC platforms.",Content & Apps,robert.s.monek@abc.com,dragrace_facts,Content & Apps,0.153146976,4.58E-05,0.622967089,0,0.085359248,52.56,0.524419297,ABC7NY
abc7ny,"Channel 7 Eyewitness News, New York's #1 news! Media shared here or using #abc7NY could be used on any ABC platforms.",Content & Apps,robert.s.monek@abc.com,dashtube,Content & Apps,0.033985547,1.52E-06,0.638287349,0.009049774,0.07868908,52.35,0.520335642,ABC7NY
abc7ny,"Channel 7 Eyewitness News, New York's #1 news! Media shared here or using #abc7NY could be used on any ABC platforms.",Content & Apps,robert.s.monek@abc.com,demimaric,Content & Apps,0.239310549,6.33E-05,0.574965429,0.027149321,0.217703591,51.43,0.516658214,ABC7NY
abc7ny,"Channel 7 Eyewitness News, New York's #1 news! Media shared here or using #abc7NY could be used on any ABC platforms.",Content & Apps,robert.s.monek@abc.com,alexk2s,Content & Apps,0.207090512,5.67E-05,0.579227776,0.004524887,0.148481406,51.37,0.514525533,ABC7NY
abcnetwork,The official Instagram account for ABC!,Publishers,,999thefan,Publishers,0.053934717,2.57E-05,0.569669466,0.009049774,0.12174046,100,0.992148699,ABC
abcnetwork,The official Instagram account for ABC!,Publishers,,965koit,Publishers,0.047927653,2.44E-05,0.795653542,0,0.094134728,92.86,0.919653024,ABC
abcnetwork,The official Instagram account for ABC!,Publishers,,charlotte_annefidler,Publishers,0.223088106,1.28E-05,0.511724903,0.004524887,0.117914135,79.39,0.791665761,ABC
abcnetwork,The official Instagram account for ABC!,Publishers,,bad_to_the_bonebroth,Publishers,0.250747624,4.25E-05,0.623375594,0.004524887,0.090572193,79.42,0.791412562,ABC
abcnetwork,The official Instagram account for ABC!,Publishers,,basmamagazine,Publishers,0.129738616,2.42E-05,0.611683578,0.004524887,0.092219247,79.58,0.791093909,ABC
abcnetwork,The official Instagram account for ABC!,Publishers,,benchpeg,Publishers,0.087070002,3.90E-06,0.876950442,0,0.148846462,62.5,0.620456592,ABC
abcnetwork,The official Instagram account for ABC!,Publishers,,latonyayvette,Publishers,0.123488402,0.000151821,0.522417133,0.036199095,0.085819509,51.63,0.51589078,ABC
abcnetwork,The official Instagram account for ABC!,Publishers,,basketballvines,Publishers,0.070516474,2.90E-05,0.616646169,0.004524887,0.109838991,51.42,0.512142884,ABC
abcnetwork,The official Instagram account for ABC!,Publishers,,miguelremon,Publishers,0.07281642,3.26E-06,0.544664157,0,0.265055863,50.88,0.508794516,ABC
abcnetwork,The official Instagram account for ABC!,Publishers,,91xsandiego,Publishers,0.082981282,3.15E-05,0.560139134,0,0.165340966,50.96,0.508665606,ABC
abigailahern,"Retailer, designer, author and ""one of the hottest names in interiors right now"".  Like what you see? Step this way DM for collabs.",Food & Personal Goods,abigail@abigailahern.com,adriannammason,Food & Personal Goods,0.158064031,4.68E-05,0.740505634,0.009049774,0.212637143,95.45,0.94869858,Abigail Ahern
abigailahern,"Retailer, designer, author and ""one of the hottest names in interiors right now"".  Like what you see? Step this way DM for collabs.",Food & Personal Goods,abigail@abigailahern.com,chef_seabones,Food & Personal Goods,0.133380614,4.18E-05,0.620829483,0.009049774,0.194706971,80.28,0.799079095,Abigail Ahern
abigailahern,"Retailer, designer, author and ""one of the hottest names in interiors right now"".  Like what you see? Step this way DM for collabs.",Food & Personal Goods,abigail@abigailahern.com,cheflorena,Creators & Celebrities,0.046435526,5.19E-06,0.696979227,0.004524887,0.098588422,78.46,0.778162246,Abigail Ahern
abigailahern,"Retailer, designer, author and ""one of the hottest names in interiors right now"".  Like what you see? Step this way DM for collabs.",Food & Personal Goods,abigail@abigailahern.com,ayaimamura,Food & Personal Goods,0.162393128,7.27E-06,0.488757114,0.004524887,0.072897745,78.09,0.777534008,Abigail Ahern
abigailahern,"Retailer, designer, author and ""one of the hottest names in interiors right now"".  Like what you see? Step this way DM for collabs.",Food & Personal Goods,abigail@abigailahern.com,aashauntetremaine,Food & Personal Goods,0.191653908,5.36E-05,0.661898362,0.009049774,0.139391247,75,0.747074687,Abigail Ahern
abigailahern,"Retailer, designer, author and ""one of the hottest names in interiors right now"".  Like what you see? Step this way DM for collabs.",Food & Personal Goods,abigail@abigailahern.com,kallippso,Food & Personal Goods,0.140371767,4.32E-05,0.748412675,0,0.263445715,62.5,0.623312629,Abigail Ahern
abigailahern,"Retailer, designer, author and ""one of the hottest names in interiors right now"".  Like what you see? Step this way DM for collabs.",Food & Personal Goods,abigail@abigailahern.com,hustlhers,Food & Personal Goods,0.134725127,4.20E-05,0.618923381,0.004524887,0.09341923,55,0.548380085,Abigail Ahern
abigailahern,"Retailer, designer, author and ""one of the hottest names in interiors right now"".  Like what you see? Step this way DM for collabs.",Food & Personal Goods,abigail@abigailahern.com,coriyonmariee,Food & Personal Goods,0.2025265,5.58E-05,0.560823263,0,0.162087183,52.17,0.522547432,Abigail Ahern
abigailahern,"Retailer, designer, author and ""one of the hottest names in interiors right now"".  Like what you see? Step this way DM for collabs.",Food & Personal Goods,abigail@abigailahern.com,cierraporter,Food & Personal Goods,0.302913902,7.62E-05,0.462147991,0,0.156704367,51.04,0.513636412,Abigail Ahern
abigailahern,"Retailer, designer, author and ""one of the hottest names in interiors right now"".  Like what you see? Step this way DM for collabs.",Food & Personal Goods,abigail@abigailahern.com,jxsnfilms,Food & Personal Goods,0.195546304,5.44E-05,0.744530211,0.022624434,0.130167832,51.09,0.510539188,Abigail Ahern
abusaif4446,‎محمود الحسن Photogragher مصور فوتوغرافي Member of @efpae 🔺🔺🔺🔺🔺🔺🔺🔺🔺  ‎Snapchat: abusaif4446 Tel: 0509944343,Creators & Celebrities,modiyoung@hotmail.com,camillasantanas,Creators & Celebrities,0.146822825,4.45E-05,0.564231866,0.049773756,0.069389077,79.25,0.788799013,🇦🇪A B U S A I F🇦🇪
abusaif4446,‎محمود الحسن Photogragher مصور فوتوغرافي Member of @efpae 🔺🔺🔺🔺🔺🔺🔺🔺🔺  ‎Snapchat: abusaif4446 Tel: 0509944343,Creators & Celebrities,modiyoung@hotmail.com,estellevandenelst,Creators & Celebrities,0.329441314,8.15E-05,0.61976083,0.004524887,0.190090624,53.1,0.533769951,🇦🇪A B U S A I F🇦🇪
abusaif4446,‎محمود الحسن Photogragher مصور فوتوغرافي Member of @efpae 🔺🔺🔺🔺🔺🔺🔺🔺🔺  ‎Snapchat: abusaif4446 Tel: 0509944343,Creators & Celebrities,modiyoung@hotmail.com,charliebrake1,Creators & Celebrities,0.112624833,3.76E-05,0.601465679,0.031674208,0.069504167,51.45,0.513191519,🇦🇪A B U S A I F🇦🇪
abusaif4446,‎محمود الحسن Photogragher مصور فوتوغرافي Member of @efpae 🔺🔺🔺🔺🔺🔺🔺🔺🔺  ‎Snapchat: abusaif4446 Tel: 0509944343,Creators & Celebrities,modiyoung@hotmail.com,nyc_blonde,Creators & Celebrities,0.17371763,5.00E-05,0.613581896,0,0.072380475,51.33,0.512543675,🇦🇪A B U S A I F🇦🇪
abusaif4446,‎محمود الحسن Photogragher مصور فوتوغرافي Member of @efpae 🔺🔺🔺🔺🔺🔺🔺🔺🔺  ‎Snapchat: abusaif4446 Tel: 0509944343,Creators & Celebrities,modiyoung@hotmail.com,erika_hoval,Creators & Celebrities,0.136656023,4.24E-05,0.629454879,0,0.124357355,51.35,0.512539878,🇦🇪A B U S A I F🇦🇪
abusaif4446,‎محمود الحسن Photogragher مصور فوتوغرافي Member of @efpae 🔺🔺🔺🔺🔺🔺🔺🔺🔺  ‎Snapchat: abusaif4446 Tel: 0509944343,Creators & Celebrities,modiyoung@hotmail.com,nursejakeluis,Creators & Celebrities,0.124845271,1.41E-05,0.631553552,0.013574661,0.03742873,51.18,0.509972519,🇦🇪A B U S A I F🇦🇪
abusaif4446,‎محمود الحسن Photogragher مصور فوتوغرافي Member of @efpae 🔺🔺🔺🔺🔺🔺🔺🔺🔺  ‎Snapchat: abusaif4446 Tel: 0509944343,Creators & Celebrities,modiyoung@hotmail.com,notjustamumof2,Creators & Celebrities,0.133837602,6.33E-06,0.742334839,0.018099548,0.047264562,51.2,0.509745281,🇦🇪A B U S A I F🇦🇪
abusaif4446,‎محمود الحسن Photogragher مصور فوتوغرافي Member of @efpae 🔺🔺🔺🔺🔺🔺🔺🔺🔺  ‎Snapchat: abusaif4446 Tel: 0509944343,Creators & Celebrities,modiyoung@hotmail.com,nicoleguerriero,Creators & Celebrities,0.165214309,0.000192452,0.55828118,0.027149321,0.172687281,50.88,0.509673522,🇦🇪A B U S A I F🇦🇪
